datadate,Cum_PORT_ret
2016-05-06,1.0010515
2016-05-09,1.00189188273425
2016-05-10,1.008076060380427
2016-05-11,1.003478225469032
2016-05-12,1.0028359994047318
2016-05-13,0.9994524307427403
2016-05-16,1.0035756717457693
2016-05-17,0.9983776515539621
2016-05-18,0.9962585949885387
2016-05-19,0.9946202477290801
2016-05-20,0.998757867959633
2016-05-23,0.9980487498733817
2016-05-24,1.0044467413844451
2016-05-25,1.0081802699221711
2016-05-26,1.0088617997846385
2016-05-27,1.0110353925322746
2016-05-31,1.011119813987551
2016-06-01,1.0122032288682385
2016-06-02,1.0151796124627257
2016-06-03,1.016520664730789
2016-06-06,1.0184784835310605
2016-06-07,1.0199247229776747
2016-06-08,1.0218952175424676
2016-06-09,1.0212299637558475
2016-06-10,1.0166528110582937
2016-06-13,1.01285459615618
2016-06-14,1.011720199008485
2016-06-15,1.0122832212992332
2016-06-16,1.0140825547250927
2016-06-17,1.0120483051203142
2016-06-20,1.0140885945034368
2016-06-21,1.0148192453357765
2016-06-22,1.0139972417470546
2016-06-23,1.0201304040637615
2016-06-24,1.0041776048050124
2016-06-27,0.9963460236651381
2016-06-28,1.0061017457558552
2016-06-29,1.0147537177184829
2016-06-30,1.0227291745628913
2016-07-01,1.0248554285168074
2016-07-05,1.0224019246209382
2016-07-06,1.0264700618790048
2016-07-07,1.0258680371877127
2016-07-08,1.0346320278294072
2016-07-11,1.0354007594260843
2016-07-12,1.038152854644639
2016-07-13,1.0386080846714008
2016-07-14,1.0406463530375685
2016-07-15,1.0381888666748702
2016-07-18,1.0399216038933505
2016-07-19,1.0397697753391821
2016-07-20,1.0420801437799858
2016-07-21,1.040482634919571
2016-07-22,1.0430640723368065
2016-07-25,1.0411031118808134
2016-07-26,1.041665828112785
2016-07-27,1.0425856190390086
2016-07-28,1.0431965742117655
2016-07-29,1.0458045656472947
2016-08-01,1.043882376855635
2016-08-02,1.038411911259723
2016-08-03,1.040894754139545
2016-08-04,1.0424779550605914
2016-08-05,1.0450398446351528
2016-08-08,1.045038799595308
2016-08-09,1.0468561220678043
2016-08-10,1.0459170921263095
2016-08-11,1.0471486595022883
2016-08-12,1.0478931821991944
2016-08-15,1.0488797736302349
2016-08-16,1.0455684601848843
2016-08-17,1.0472000697670028
2016-08-18,1.049580879125618
2016-08-19,1.0476690675542908
2016-08-22,1.0486009691898803
2016-08-23,1.0501429369150739
2016-08-24,1.0470150861774723
2016-08-25,1.046129834922109
2016-08-26,1.0442164634540365
2016-08-29,1.048512892092918
2016-08-30,1.0473920318112708
2016-08-31,1.0458020907069814
2016-09-01,1.0465362437746577
2016-09-02,1.048507918057929
2016-09-06,1.0511223725516066
2016-09-07,1.0521025441640108
2016-09-08,1.048927824736996
2016-09-09,1.0335568363933
2016-09-12,1.0412067073178652
2016-09-13,1.0316588418117605
2016-09-14,1.0323536640417208
2016-09-15,1.0379846371022363
2016-09-16,1.0387278341024015
2016-09-19,1.0378916581959492
2016-09-20,1.0382632234095834
2016-09-21,1.0408651110474478
2016-09-22,1.0430020071204282
2016-09-23,1.042723525584527
2016-09-26,1.044023801820931
2016-09-27,1.0453246554779998
2016-09-28,1.0456037571610124
2016-09-29,1.0456037571610124
2016-09-30,1.0444891435558787
2016-10-03,1.0433109598019477
2016-10-04,1.039774135648219
2016-10-05,1.0383777189840435
2016-10-06,1.0383777189840435
2016-10-07,1.0385635885957416
2016-10-10,1.0380983121080507
2016-10-11,1.036516250280398
2016-10-12,1.0368883596142486
2016-10-13,1.0383773312986546
2016-10-14,1.036608974703453
2016-10-17,1.0383774296142971
2016-10-18,1.0400523324082651
2016-10-19,1.0406108405107684
2016-10-20,1.0402383018298655
2016-10-21,1.0408894910068112
2016-10-24,1.0393073389804808
2016-10-25,1.0393073389804808
2016-10-26,1.0372599035226893
2016-10-27,1.0346532693851367
2016-10-28,1.0346532693851367
2016-10-31,1.0359558978512924
2016-11-01,1.0353954457105548
2016-11-02,1.0366078937774819
2016-11-03,1.035209509728776
2016-11-04,1.0359429556664188
2016-11-07,1.046784098697468
2016-11-08,1.0481899297420187
2016-11-09,1.0499215395059525
2016-11-10,1.0495215193994007
2016-11-11,1.0487511706041617
2016-11-14,1.0480044597706915
2016-11-15,1.052471054778234
2016-11-16,1.0528830971961798
2016-11-17,1.0535748413910375
2016-11-18,1.0508998148687456
